廠牌,車型/車款名,車型/車款,引擎,排氣量[L],最大扭力[N-m],最大馬力[kW],排檔型式_日,空重[kg],總重[kg],最大積載量[kg],自動車構造,能效[km/L],軸組型態_日,車輛種類,模擬車重[噸],總重[噸],乘車定員[人]
HINO,日野レンジャー,2PG-FJ2ABG,A05C,5.123,833,177,"6MT
6AMT",4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FJ2ACG,A05C,5.123,833,177,"6MT
6AMT",4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FJ2ABG,A05C,5.123,833,177,"6MT
6AMT",4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FJ2ACG,A05C,5.123,833,177,"6MT
6AMT",4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABA,A05C,5.123,794,177,6MT,4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACA,A05C,5.123,794,177,6MT,4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABA,A05C,5.123,833,177,"6MT
6AMT",4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACA,A05C,5.123,833,177,"6MT
6AMT",4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABA,A05C,5.123,833,177,"7MT
7AMT",4516,12618,7992.0,トラック等,6.1,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACA,A05C,5.123,833,177,"7MT
7AMT",4516,12618,7992.0,トラック等,6.1,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABA,A05C,5.123,833,177,"7MT
7AMT",4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACA,A05C,5.123,833,177,"7MT
7AMT",4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABA,A05C,5.123,882,191,6MT,4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACA,A05C,5.123,882,191,6MT,4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABA,A05C,5.123,882,191,"7MT
7AMT",4516,12618,7992.0,トラック等,6.1,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACA,A05C,5.123,882,191,"7MT
7AMT",4516,12618,7992.0,トラック等,6.1,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABA,A05C,5.123,882,191,"7MT
7AMT",4516,12618,7992.0,トラック等,6.1,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACA,A05C,5.123,882,191,"7MT
7AMT",4516,12618,7992.0,トラック等,6.1,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ABA,A05C,5.123,794,177,6MT,4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,794,177,6MT,4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ABA,A05C,5.123,794,177,6AT,4516,12618,7992.0,トラック等,5.8,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,794,177,6AT,4516,12618,7992.0,トラック等,5.8,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ABA,A05C,5.123,833,177,"6MT
6AMT",4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,833,177,"6MT
6AMT",4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ABA,A05C,5.123,882,191,6MT,4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,882,191,6MT,4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2DG-FE2ABA,A05C,5.123,794,177,6AT,4516,12618,7992.0,トラック等,5.4,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2DG-FE2ACA,A05C,5.123,794,177,6AT,4516,12618,7992.0,トラック等,5.4,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABG,A05C,5.123,833,177,"6MT
6AMT",4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACG,A05C,5.123,833,177,"6MT
6AMT",4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABG,A05C,5.123,833,177,"7MT
7AMT",4516,12618,7992.0,トラック等,6.1,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACG,A05C,5.123,833,177,"7MT
7AMT",4516,12618,7992.0,トラック等,6.1,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABG,A05C,5.123,833,177,"7MT
7AMT",4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACG,A05C,5.123,833,177,"7MT
7AMT",4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABG,A05C,5.123,882,191,6MT,4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACG,A05C,5.123,882,191,6MT,4516,12618,7992.0,トラック等,6.0,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABG,A05C,5.123,882,191,"7MT
7AMT",4516,12618,7992.0,トラック等,6.1,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACG,A05C,5.123,882,191,"7MT
7AMT",4516,12618,7992.0,トラック等,6.1,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ABG,A05C,5.123,882,191,"7MT
7AMT",4516,12618,7992.0,トラック等,6.1,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACG,A05C,5.123,882,191,"7MT
7AMT",4516,12618,7992.0,トラック等,6.1,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ABG,A05C,5.123,833,177,"6MT
6AMT",4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACG,A05C,5.123,833,177,"6MT
6AMT",4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ABG,A05C,5.123,882,191,6MT,4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACG,A05C,5.123,882,191,6MT,4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FG2ABA,A05C,5.123,882,191,7MT,5533,14543,8900.0,トラック等,5.4,2-4D,大貨車,10.038,14.543,
HINO,日野レンジャー,2PG-FG2ABA,A05C,5.123,882,191,7MT,5533,14543,8900.0,トラック等,5.3,2-4D,大貨車,10.038,14.543,
HINO,日野レンジャー,2KG-FG2ABA,A05C,5.123,794,177,6AT,5533,14543,8900.0,トラック等,5.1,2-4D,大貨車,10.038,14.543,
HINO,日野レンジャー,2DG-FG2ABA,A05C,5.123,794,177,6AT,5533,14543,8900.0,トラック等,4.85,2-4D,大貨車,10.038,14.543,
HINO,日野レンジャー,2KG-GK2ABA,A05C,5.123,882,191,7MT,8688,19887,11089.0,トラック等,4.15,2-4D・4D,大貨車,14.2875,19.887,
HINO,日野レンジャー,2DG-GK2ABA,A05C,5.123,882,191,7MT,8688,19887,11089.0,トラック等,4.05,2-4D・4D,大貨車,14.2875,19.887,
HINO,日野レンジャー,2DG-GK2ABA,A05C,5.123,882,191,6MT,8688,19887,11089.0,トラック等,3.95,2-4D・4D,大貨車,14.2875,19.887,
HINO,日野レンジャー,2DG-GK2ABA,A05C,5.123,882,191,6AT,8688,19887,11089.0,トラック等,3.8,2-4D・4D,大貨車,14.2875,19.887,
HINO,日野レンジャー,2PG-FC2ABA,A05C,5.123,794,177,6MT,3543,7928,4275.0,トラック等,7.67,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2PG-FC2ABA,A05C,5.123,794,177,6AMT,3543,7928,4275.0,トラック等,7.67,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-FC2ABA,A05C,5.123,794,177,6MT,3543,7928,4275.0,トラック等,7.45,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-FC2ABA,A05C,5.123,794,177,6AMT,3543,7928,4275.0,トラック等,7.45,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2PG-FC2ABG,A05C,5.123,794,177,6MT,3543,7928,4275.0,トラック等,7.67,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2PG-FC2ABG,A05C,5.123,794,177,6AMT,3543,7928,4275.0,トラック等,7.67,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-FC2ABG,A05C,5.123,794,177,6MT,3543,7928,4275.0,トラック等,7.45,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-FC2ABG,A05C,5.123,794,177,6AMT,3543,7928,4275.0,トラック等,7.45,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2PG-FD2ABA,A05C,5.123,794,177,6MT,3543,7928,4275.0,トラック等,7.67,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2PG-FD2ABA,A05C,5.123,794,177,6AMT,3543,7928,4275.0,トラック等,7.67,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-FD2ABA,A05C,5.123,794,177,6MT,3543,7928,4275.0,トラック等,7.45,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-FD2ABA,A05C,5.123,794,177,6AMT,3543,7928,4275.0,トラック等,7.45,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-FD2ABA,A05C,5.123,794,177,6AT,3543,7928,4275.0,トラック等,7.28,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2DG-FD2ABA,A05C,5.123,794,177,6AT,3543,7928,4275.0,トラック等,6.78,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2PG-FD2ABG,A05C,5.123,794,177,6MT,3543,7928,4275.0,トラック等,7.67,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2PG-FD2ABG,A05C,5.123,794,177,6AMT,3543,7928,4275.0,トラック等,7.67,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-FD2ABG,A05C,5.123,794,177,6MT,3543,7928,4275.0,トラック等,7.45,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-FD2ABG,A05C,5.123,794,177,6AMT,3543,7928,4275.0,トラック等,7.45,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2PG-FD2ABJ,A05C,5.123,794,177,6MT,3543,7928,4275.0,トラック等,7.67,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-FD2ABJ,A05C,5.123,794,177,6MT,3543,7928,4275.0,トラック等,7.45,2-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-FX2ABA,A05C,5.123,794,177,6MT,3543,7928,4275.0,トラック等,7.56,2D-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-FX2ABA,A05C,5.123,794,177,6MT,3543,7928,4275.0,トラック等,7.36,2D-4D,大貨車,5.7355,7.928,
HINO,日野レンジャー,2KG-GC2ABA,A05C,5.123,794,177,6MT,4048,11641,7483.0,トラック等,6.25,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GC2ABA,A05C,5.123,794,177,6AMT,4048,11641,7483.0,トラック等,6.25,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GC2ABA,A05C,5.123,794,177,6MT,4048,11641,7483.0,トラック等,6.11,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GC2ABA,A05C,5.123,794,177,6AMT,4048,11641,7483.0,トラック等,6.11,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GC2ABG,A05C,5.123,794,177,6MT,4048,11641,7483.0,トラック等,6.25,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GC2ABG,A05C,5.123,794,177,6AMT,4048,11641,7483.0,トラック等,6.25,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GC2ABG,A05C,5.123,794,177,6MT,4048,11641,7483.0,トラック等,6.11,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GC2ABG,A05C,5.123,794,177,6AMT,4048,11641,7483.0,トラック等,6.11,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GD2ABA,A05C,5.123,794,177,6MT,4048,11641,7483.0,トラック等,6.25,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GD2ABA,A05C,5.123,794,177,6AMT,4048,11641,7483.0,トラック等,6.25,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GD2ABA,A05C,5.123,794,177,6AT,4048,11641,7483.0,トラック等,6.12,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GD2ABA,A05C,5.123,794,177,6MT,4048,11641,7483.0,トラック等,6.11,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GD2ABA,A05C,5.123,794,177,6AMT,4048,11641,7483.0,トラック等,6.11,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2DG-GD2ABA,A05C,5.123,794,177,6AT,4048,11641,7483.0,トラック等,5.76,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GD2ABG,A05C,5.123,794,177,6MT,4048,11641,7483.0,トラック等,6.25,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GD2ABG,A05C,5.123,794,177,6AMT,4048,11641,7483.0,トラック等,6.25,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GD2ABG,A05C,5.123,794,177,6MT,4048,11641,7483.0,トラック等,6.11,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GD2ABG,A05C,5.123,794,177,6AMT,4048,11641,7483.0,トラック等,6.11,2-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2PG-GX2ABA,A05C,5.123,794,177,6MT,4048,11641,7483.0,トラック等,6.36,2D-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2PG-GX2ABA,A05C,5.123,794,177,6AMT,4048,11641,7483.0,トラック等,6.36,2D-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GX2ABA,A05C,5.123,794,177,6MT,4048,11641,7483.0,トラック等,6.21,2D-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2KG-GX2ABA,A05C,5.123,794,177,6AMT,4048,11641,7483.0,トラック等,6.21,2D-4D,大貨車,7.8445,11.641,
HINO,日野レンジャー,2PG-FJ2ACA,A05C,5.123,794,177,6MT,4516,12618,7992.0,トラック等,6.01,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FJ2ACA,A05C,5.123,833,177,6MT,4516,12618,7992.0,トラック等,5.94,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FJ2ACA,A05C,5.123,794,177,6MT,4516,12618,7992.0,トラック等,5.88,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FJ2ACA,A05C,5.123,833,177,6MT,4516,12618,7992.0,トラック等,5.82,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FJ2ACA,A05C,5.123,794,177,6AT,4516,12618,7992.0,トラック等,5.78,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2DG-FJ2ACA,A05C,5.123,794,177,6AT,4516,12618,7992.0,トラック等,5.45,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FJ2ACG,A05C,5.123,833,177,6MT,4516,12618,7992.0,トラック等,5.94,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FJ2ACG,A05C,5.123,833,177,6AMT,4516,12618,7992.0,トラック等,5.94,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FJ2ACG,A05C,5.123,833,177,6MT,4516,12618,7992.0,トラック等,5.82,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FJ2ACG,A05C,5.123,833,177,6AMT,4516,12618,7992.0,トラック等,5.82,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACA,A05C,5.123,833,177,7MT,4516,12618,7992.0,トラック等,6.08,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACA,A05C,5.123,833,177,7AMT,4516,12618,7992.0,トラック等,6.08,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACA,A05C,5.123,882,191,7MT,4516,12618,7992.0,トラック等,6.05,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACA,A05C,5.123,882,191,7AMT,4516,12618,7992.0,トラック等,6.05,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACA,A05C,5.123,794,177,6MT,4516,12618,7992.0,トラック等,6.01,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,833,177,7MT,4516,12618,7992.0,トラック等,5.95,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,833,177,7AMT,4516,12618,7992.0,トラック等,5.95,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,833,177,6MT,4516,12618,7992.0,トラック等,5.94,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,833,177,6AMT,4516,12618,7992.0,トラック等,5.94,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,882,191,7MT,4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,882,191,7AMT,4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,882,191,6MT,4516,12618,7992.0,トラック等,5.89,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,794,177,6MT,4516,12618,7992.0,トラック等,5.88,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,833,177,6MT,4516,12618,7992.0,トラック等,5.82,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,833,177,6AMT,4516,12618,7992.0,トラック等,5.82,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,794,177,6AT,4516,12618,7992.0,トラック等,5.78,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACA,A05C,5.123,882,191,6MT,4516,12618,7992.0,トラック等,5.75,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2DG-FE2ACA,A05C,5.123,794,177,6AT,4516,12618,7992.0,トラック等,5.45,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACG,A05C,5.123,833,177,7MT,4516,12618,7992.0,トラック等,6.08,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACG,A05C,5.123,833,177,7AMT,4516,12618,7992.0,トラック等,6.08,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACG,A05C,5.123,882,191,7MT,4516,12618,7992.0,トラック等,6.05,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FE2ACG,A05C,5.123,882,191,7AMT,4516,12618,7992.0,トラック等,6.05,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACG,A05C,5.123,833,177,7MT,4516,12618,7992.0,トラック等,5.95,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACG,A05C,5.123,833,177,7AMT,4516,12618,7992.0,トラック等,5.95,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACG,A05C,5.123,833,177,6MT,4516,12618,7992.0,トラック等,5.94,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACG,A05C,5.123,833,177,6AMT,4516,12618,7992.0,トラック等,5.94,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACG,A05C,5.123,882,191,7MT,4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACG,A05C,5.123,882,191,7AMT,4516,12618,7992.0,トラック等,5.9,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACG,A05C,5.123,882,191,6MT,4516,12618,7992.0,トラック等,5.89,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACG,A05C,5.123,833,177,6MT,4516,12618,7992.0,トラック等,5.82,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACG,A05C,5.123,833,177,6AMT,4516,12618,7992.0,トラック等,5.82,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2KG-FE2ACG,A05C,5.123,882,191,6MT,4516,12618,7992.0,トラック等,5.75,2-4D,大貨車,8.567,12.618,
HINO,日野レンジャー,2PG-FG2ABA,A05C,5.123,882,191,7MT,5533,14543,8900.0,トラック等,5.22,2-4D,大貨車,10.038,14.543,
HINO,日野レンジャー,2KG-FG2ABA,A05C,5.123,794,177,6AT,5533,14543,8900.0,トラック等,5.14,2-4D,大貨車,10.038,14.543,
HINO,日野レンジャー,2KG-FG2ABA,A05C,5.123,882,191,7MT,5533,14543,8900.0,トラック等,5.11,2-4D,大貨車,10.038,14.543,
HINO,日野レンジャー,2DG-FG2ABA,A05C,5.123,794,177,6AT,5533,14543,8900.0,トラック等,4.88,2-4D,大貨車,10.038,14.543,
HINO,日野レンジャー,2DG-GK2ABA,A05C,5.123,882,191,7MT,8688,19887,11089.0,トラック等,4.03,2-4D･4D,大貨車,14.2875,19.887,
HINO,日野レンジャー,2DG-GK2ABA,A05C,5.123,882,191,7MT,8688,19887,11089.0,トラック等,3.96,2-4D･4D,大貨車,14.2875,19.887,
HINO,日野レンジャー,2DG-GK2ABA,A05C,5.123,882,191,6MT,8688,19887,11089.0,トラック等,3.87,2-4D･4D,大貨車,14.2875,19.887,
HINO,日野レンジャー,2DG-GK2ABA,A05C,5.123,882,191,6AT,8688,19887,11089.0,トラック等,3.68,2-4D･4D,大貨車,14.2875,19.887,
HINO,日野プロフィア,2DG-FS1AGA,A09C,8.866,1569,265,7MT,8688,19887,11089.0,トラック等,4.0,"2-4D･4D
2-2D･2D",大貨車,14.2875,19.887,
HINO,日野プロフィア,2DG-FS1AGA,A09C,8.866,1765,279,7MT,8688,19887,11089.0,トラック等,4.0,"2-4D･4D
2-2D･2D",大貨車,14.2875,19.887,
HINO,日野プロフィア,2DG-FS1AJA,A09C,8.866,1569,265,6MT,8765,24405,15530.0,トラック等,3.75,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AJA,A09C,8.866,1569,265,7MT,8765,24405,15530.0,トラック等,3.85,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AJA,A09C,8.866,1765,279,6MT,8765,24405,15530.0,トラック等,3.75,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AJA,A09C,8.866,1765,279,7MT,8765,24405,15530.0,トラック等,3.95,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHA,A09C,8.866,1569,265,6MT,8765,24405,15530.0,トラック等,3.75,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHA,A09C,8.866,1569,265,7MT,8765,24405,15530.0,トラック等,3.85,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHA,A09C,8.866,1569,265,9MT,8765,24405,15530.0,トラック等,3.8,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHA,A09C,8.866,1569,265,6AMTx2,8765,24405,15530.0,トラック等,3.8,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHA,A09C,8.866,1765,279,6MT,8765,24405,15530.0,トラック等,3.75,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHA,A09C,8.866,1765,279,7MT,8765,24405,15530.0,トラック等,3.95,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHA,A09C,8.866,1765,279,6AMTx2,8765,24405,15530.0,トラック等,3.95,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHG,A09C,8.866,1569,265,9MT,8765,24405,15530.0,トラック等,3.8,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHG,A09C,8.866,1569,265,6AMTx2,8765,24405,15530.0,トラック等,3.8,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHG,A09C,8.866,1765,279,7MT,8765,24405,15530.0,トラック等,3.95,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHG,A09C,8.866,1765,279,6AMTx2,8765,24405,15530.0,トラック等,3.95,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHJ,A09C,8.866,1765,279,7MT,8765,24405,15530.0,トラック等,3.95,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FS1AHJ,A09C,8.866,1765,279,6AMTx2,8765,24405,15530.0,トラック等,3.95,"2-4D･4D
2-2D･2D",大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FQ1AJG,A09C,8.866,1569,265,7MT,8765,24405,15530.0,トラック等,3.85,2-4D･4D,大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FQ1AJG,A09C,8.866,1569,265,6AMTx2,8765,24405,15530.0,トラック等,3.8,2-4D･4D,大貨車,16.585,24.405,
HINO,日野プロフィア,2DG-FQ1AJG,A09C,8.866,1569,279,6AMTx2,8765,24405,15530.0,トラック等,3.75,2-4D･4D,大貨車,16.585,24.405,
