廠牌,車型/車款名,車型/車款,引擎,排氣量[L],最大扭力[N-m],最大馬力[kW],排檔型式_日,空重[kg],總重[kg],最大積載量[kg],自動車構造,能效[km/L],軸組型態_日,車輛種類,模擬車重[噸],總重[噸],乘車定員[人]
ISUZU,エルフ,2RG-NKR88R,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NLR88AC,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AC,4JZ1,2.999,375,110,9AT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AC,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AM,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AM,4JZ1,2.999,375,110,9AT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AM,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AN,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AN,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AN,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AN,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AR,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AR,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AR,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88AR,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88N,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88N,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88N,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88N,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLS88AN,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2D-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLS88AN,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2D-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLS88AR,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2D-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLS88AR,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2D-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88AC,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88AC,4JZ1,2.999,375,110,9AT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88AC,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88AC,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88AC,4JZ1,2.999,375,110,9AT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88AC,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88AM,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88AM,4JZ1,2.999,375,110,9AT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88AM,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88AM,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88AM,4JZ1,2.999,375,110,9AT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88AM,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88AN,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88AN,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88AN,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88AN,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88AR,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88AR,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88AR,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88AR,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88C,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88C,4JZ1,2.999,375,110,9AT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88C,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88C,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88C,4JZ1,2.999,375,110,9AT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88C,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88C,4JZ1,2.999,375,110,9AT,2979,6893,3749.0,ﾄﾗｯｸ等,9.2,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NMR88C,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NMR88C,4JZ1,2.999,375,110,9AT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NMR88M,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88M,4JZ1,2.999,375,110,9AT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88M,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88M,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88M,4JZ1,2.999,375,110,9AT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88M,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88M,4JZ1,2.999,375,110,9AT,2979,6893,3749.0,ﾄﾗｯｸ等,9.2,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NMR88M,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NMR88M,4JZ1,2.999,375,110,9AT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NMR88N,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88N,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88N,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88N,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88N,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.1,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NMR88N,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NMR88R,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88R,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMR88R,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88R,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NMR88R,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.1,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NMR88R,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NNR88AC,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AC,4JZ1,2.999,375,110,9AT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AC,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AM,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AM,4JZ1,2.999,375,110,9AT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AM,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AN,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AN,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AN,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AN,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AR,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AR,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AR,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88AR,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88N,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88N,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88N,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNR88N,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNS88AN,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2D-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NNS88AN,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2D-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,375,110,9AT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,430,129,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,375,110,9AT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,430,129,9AT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,375,110,9AT,2979,6893,3749.0,ﾄﾗｯｸ等,9.2,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,430,129,9AT,2979,6893,3749.0,ﾄﾗｯｸ等,9.2,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,430,129,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,375,110,9AT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AC,4JZ1,2.999,430,129,9AT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,375,110,9AT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,430,129,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,375,110,9AT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,430,129,9AT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,375,110,9AT,2979,6893,3749.0,ﾄﾗｯｸ等,9.2,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,430,129,9AT,2979,6893,3749.0,ﾄﾗｯｸ等,9.2,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,430,129,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,375,110,9AT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AM,4JZ1,2.999,430,129,9AT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AN,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPR88AN,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPR88AN,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AN,4JZ1,2.999,430,129,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AN,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AN,4JZ1,2.999,430,129,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AN,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.1,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AN,4JZ1,2.999,430,129,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.1,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AN,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AR,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.8,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPR88AR,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPR88AR,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AR,4JZ1,2.999,430,129,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AR,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AR,4JZ1,2.999,430,129,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NPR88AR,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.1,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AR,4JZ1,2.999,430,129,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.1,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NPR88AR,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NJR88AD,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NJR88AD,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NJR88AT,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NKR88AD,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NKR88AD,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NKR88N,4JZ1,2.999,375,110,6MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NKR88N,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.8,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NKR88N,4JZ1,2.999,375,110,6MT,2652,5812,2995.0,ﾄﾗｯｸ等,10.6,2-4D,大貨車,4.2045,5.812,
ISUZU,エルフ,2RG-NKR88N,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.1,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NKR88N,4JZ1,2.999,375,110,6MT,2979,6893,3749.0,ﾄﾗｯｸ等,9.0,2-4D,大貨車,4.9085,6.893,
ISUZU,エルフ,2RG-NKS88A,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2D-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NKS88AN,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2D-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NLR88M,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMS88AN,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2D-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NMS88AR,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2D-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPS88AN,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2D-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2RG-NPS88AR,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.4,2D-4D,大貨車,3.411,4.521,
ISUZU,エルフ,2PG-NKS88A,4JZ1,2.999,375,110,5MT,2356,4521,2000.0,ﾄﾗｯｸ等,11.0,2D-4D,大貨車,3.411,4.521,
